datetime,prediction
2021-12-12 21:15:00,15.753304
2021-12-12 21:30:00,13.314766
2021-12-12 21:45:00,11.574982
2021-12-12 22:00:00,11.130997
2021-12-12 22:15:00,11.081551
2021-12-12 22:30:00,11.087959
2021-12-12 22:45:00,11.096214
2021-12-12 23:00:00,11.117516
2021-12-12 23:15:00,11.168266
2021-12-12 23:30:00,11.219734
2021-12-12 23:45:00,11.402756
2021-12-13 00:00:00,11.484512
2021-12-13 00:15:00,11.543701
2021-12-13 00:30:00,11.562599
2021-12-13 00:45:00,11.372627
2021-12-13 01:00:00,11.235031
2021-12-13 01:15:00,10.057533
2021-12-13 01:30:00,7.3151855
2021-12-13 01:45:00,4.3809967
2021-12-13 02:00:00,1.4280853
2021-12-13 02:15:00,-0.8773422
2021-12-13 02:30:00,-3.1508102
2021-12-13 02:45:00,-4.259056
2021-12-13 03:00:00,-4.8740845
2021-12-13 03:15:00,-5.195961
2021-12-13 03:30:00,-5.4553146
2021-12-13 03:45:00,-5.5495377
2021-12-13 04:00:00,-5.6128235
2021-12-13 04:15:00,-5.7124405
2021-12-13 04:30:00,-5.758957
2021-12-13 04:45:00,-5.8100815
2021-12-13 05:00:00,-5.827194
2021-12-13 05:15:00,-5.8256226
2021-12-13 05:30:00,-5.7585526
2021-12-13 05:45:00,-5.7568283
2021-12-13 06:00:00,-5.7000504
2021-12-13 06:15:00,-5.6433945
2021-12-13 06:30:00,-5.399002
2021-12-13 06:45:00,-5.1827087
2021-12-13 07:00:00,-4.7730103
2021-12-13 07:15:00,-3.858406
2021-12-13 07:30:00,-1.9931641
2021-12-13 07:45:00,0.46868896
2021-12-13 08:00:00,3.366623
2021-12-13 08:15:00,6.564499
2021-12-13 08:30:00,14.380592
2021-12-13 08:45:00,16.63958
2021-12-13 09:00:00,17.493805
2021-12-13 09:15:00,20.525482
2021-12-13 09:30:00,24.997643
2021-12-13 09:45:00,25.978188
2021-12-13 10:00:00,25.704819
2021-12-13 10:15:00,27.641792
2021-12-13 10:30:00,33.711914
2021-12-13 10:45:00,46.675232
2021-12-13 11:00:00,58.571453
2021-12-13 11:15:00,69.38833
2021-12-13 11:30:00,77.16861
2021-12-13 11:45:00,82.19673
2021-12-13 12:00:00,98.67472
2021-12-13 12:15:00,107.072105
2021-12-13 12:30:00,106.13593
2021-12-13 12:45:00,107.647736
2021-12-13 13:00:00,102.78075
2021-12-13 13:15:00,111.248116
2021-12-13 13:30:00,114.83165
2021-12-13 13:45:00,120.97802
2021-12-13 14:00:00,125.207794
2021-12-13 14:15:00,135.84387
2021-12-13 14:30:00,156.69553
2021-12-13 14:45:00,162.6415
2021-12-13 15:00:00,185.02661
2021-12-13 15:15:00,199.76743
2021-12-13 15:30:00,224.37537
2021-12-13 15:45:00,235.8021
2021-12-13 16:00:00,234.79495
2021-12-13 16:15:00,238.16757
2021-12-13 16:30:00,239.50168
2021-12-13 16:45:00,233.42212
2021-12-13 17:00:00,222.0704
2021-12-13 17:15:00,211.84027
2021-12-13 17:30:00,182.91823
2021-12-13 17:45:00,124.708626
2021-12-13 18:00:00,89.29754
2021-12-13 18:15:00,64.760254
2021-12-13 18:30:00,42.997787
2021-12-13 18:45:00,33.80565
2021-12-13 19:00:00,22.237381
2021-12-13 19:15:00,19.111633
2021-12-13 19:30:00,21.929817
2021-12-13 19:45:00,24.03421
2021-12-13 20:00:00,23.880554
2021-12-13 20:15:00,22.435959
2021-12-13 20:30:00,21.112709
2021-12-13 20:45:00,1.4686661
2021-12-13 21:00:00,-3.2517548
2021-12-13 21:15:00,-0.094078064
2021-12-13 21:30:00,5.140831
2021-12-13 21:45:00,9.690193
2021-12-13 22:00:00,12.025246
2021-12-13 22:15:00,13.073059
2021-12-13 22:30:00,13.638405
2021-12-13 22:45:00,13.945625
2021-12-13 23:00:00,14.080116
2021-12-13 23:15:00,13.979713
2021-12-13 23:30:00,14.059731
2021-12-13 23:45:00,14.13517
2021-12-14 00:00:00,13.9795
2021-12-14 00:15:00,13.640205
2021-12-14 00:30:00,13.178322
2021-12-14 00:45:00,12.470863
2021-12-14 01:00:00,10.985359
2021-12-14 01:15:00,8.078484
2021-12-14 01:30:00,4.100792
2021-12-14 01:45:00,0.6404724
2021-12-14 02:00:00,-2.0764313
2021-12-14 02:15:00,-3.9438248
2021-12-14 02:30:00,-5.223297
2021-12-14 02:45:00,-5.8989563
2021-12-14 03:00:00,-6.2065964
2021-12-14 03:15:00,-6.3160706
2021-12-14 03:30:00,-6.34729
2021-12-14 03:45:00,-6.3526535
2021-12-14 04:00:00,-6.350319
2021-12-14 04:15:00,-6.3450546
2021-12-14 04:30:00,-6.3368607
2021-12-14 04:45:00,-6.322792
2021-12-14 05:00:00,-6.2953033
2021-12-14 05:15:00,-6.2319794
2021-12-14 05:30:00,-6.0690002
2021-12-14 05:45:00,-5.5893936
2021-12-14 06:00:00,-4.1770706
2021-12-14 06:15:00,-1.1157913
2021-12-14 06:30:00,4.2708664
2021-12-14 06:45:00,9.381561
2021-12-14 07:00:00,11.530151
2021-12-14 07:15:00,11.958687
2021-12-14 07:30:00,12.021225
2021-12-14 07:45:00,12.029572
2021-12-14 08:00:00,12.033958
2021-12-14 08:15:00,12.05191
2021-12-14 08:30:00,12.097221
2021-12-14 08:45:00,12.076431
2021-12-14 09:00:00,12.239662
2021-12-14 09:15:00,12.393906
2021-12-14 09:30:00,12.596474
2021-12-14 09:45:00,12.569771
2021-12-14 10:00:00,12.446892
2021-12-14 10:15:00,12.433609
2021-12-14 10:30:00,15.361061
2021-12-14 10:45:00,25.582382
2021-12-14 11:00:00,39.644096
2021-12-14 11:15:00,44.266808
2021-12-14 11:30:00,51.7119
2021-12-14 11:45:00,72.67235
2021-12-14 12:00:00,69.56979
2021-12-14 12:15:00,89.28417
2021-12-14 12:30:00,93.80499
2021-12-14 12:45:00,93.96947
2021-12-14 13:00:00,100.0255
2021-12-14 13:15:00,106.47562
2021-12-14 13:30:00,116.09074
2021-12-14 13:45:00,119.46434
2021-12-14 14:00:00,124.45841
2021-12-14 14:15:00,130.3817
2021-12-14 14:30:00,137.04515
2021-12-14 14:45:00,142.27893
2021-12-14 15:00:00,151.22128
2021-12-14 15:15:00,153.46603
2021-12-14 15:30:00,170.74681
2021-12-14 15:45:00,174.78484
2021-12-14 16:00:00,178.7985
2021-12-14 16:15:00,178.41011
2021-12-14 16:30:00,169.33417
2021-12-14 16:45:00,152.16373
2021-12-14 17:00:00,139.90363
2021-12-14 17:15:00,129.9267
2021-12-14 17:30:00,122.18794
2021-12-14 17:45:00,93.05014
2021-12-14 18:00:00,58.657307
2021-12-14 18:15:00,49.395035
2021-12-14 18:30:00,40.25705
2021-12-14 18:45:00,34.156456
2021-12-14 19:00:00,30.332321
2021-12-14 19:15:00,28.207863
2021-12-14 19:30:00,27.064728
2021-12-14 19:45:00,24.637558
2021-12-14 20:00:00,11.580688
2021-12-14 20:15:00,10.468651
2021-12-14 20:30:00,11.986885
2021-12-14 20:45:00,12.795418
2021-12-14 21:00:00,13.567444
2021-12-14 21:15:00,13.25499
2021-12-14 21:30:00,13.933792
2021-12-14 21:45:00,14.385872
2021-12-14 22:00:00,14.664169
2021-12-14 22:15:00,14.890144
2021-12-14 22:30:00,15.188454
2021-12-14 22:45:00,14.637077
2021-12-14 23:00:00,14.7728195
2021-12-14 23:15:00,15.108749
2021-12-14 23:30:00,15.292114
2021-12-14 23:45:00,15.328369
2021-12-15 00:00:00,15.139526
2021-12-15 00:15:00,15.117134
2021-12-15 00:30:00,14.99041
2021-12-15 00:45:00,14.800514
2021-12-15 01:00:00,13.974335
2021-12-15 01:15:00,10.36142
2021-12-15 01:30:00,8.460472
2021-12-15 01:45:00,6.3493958
2021-12-15 02:00:00,3.6212387
2021-12-15 02:15:00,1.5225296
2021-12-15 02:30:00,-0.48986053
2021-12-15 02:45:00,-2.2274628
2021-12-15 03:00:00,-3.7155304
2021-12-15 03:15:00,-4.727646
2021-12-15 03:30:00,-5.323601
2021-12-15 03:45:00,-5.578003
2021-12-15 04:00:00,-5.561325
2021-12-15 04:15:00,-5.326317
2021-12-15 04:30:00,-4.852371
2021-12-15 04:45:00,-4.011818
2021-12-15 05:00:00,-2.5674133
2021-12-15 05:15:00,-0.13641357
2021-12-15 05:30:00,3.3760452
2021-12-15 05:45:00,7.269127
2021-12-15 06:00:00,10.7428055
2021-12-15 06:15:00,12.9544525
2021-12-15 06:30:00,13.979218
2021-12-15 06:45:00,14.839088
2021-12-15 07:00:00,15.497734
2021-12-15 07:15:00,16.284103
2021-12-15 07:30:00,16.689156
2021-12-15 07:45:00,17.752525
2021-12-15 08:00:00,18.909836
2021-12-15 08:15:00,19.50277
2021-12-15 08:30:00,21.777199
2021-12-15 08:45:00,22.685867
2021-12-15 09:00:00,23.883888
2021-12-15 09:15:00,25.251053
2021-12-15 09:30:00,26.881721
2021-12-15 09:45:00,27.408104
2021-12-15 10:00:00,28.213531
2021-12-15 10:15:00,28.973213
2021-12-15 10:30:00,29.643959
2021-12-15 10:45:00,43.262505
2021-12-15 11:00:00,56.77933
2021-12-15 11:15:00,61.246723
2021-12-15 11:30:00,64.7414
2021-12-15 11:45:00,71.73028
