,prediction,upper,lower
43776,20.985240272117974,25.182288326541567,16.78819221769438
43777,16.676541702816653,20.011850043379983,13.341233362253323
43778,10.335859036437359,12.40303084372483,8.268687229149888
43779,11.614918605674713,13.937902326809656,9.29193488453977
43780,12.458815674109722,14.950578808931667,9.967052539287778
43781,10.282636929365017,12.33916431523802,8.226109543492013
43782,2.3344431642772374,2.801331797132685,1.86755453142179
43783,17.506705699962552,21.00804683995506,14.005364559970042
43784,21.79539053947799,26.154468647373587,17.43631243158239
43785,23.613346428385434,28.33601571406252,18.89067714270835
43786,16.009952766497968,19.21194331979756,12.807962213198374
43787,22.6527146674091,27.18325760089092,18.12217173392728
43788,14.902561448782382,17.883073738538858,11.922049159025907
43789,11.72038941533156,14.064467298397872,9.376311532265248
43790,14.864551698207976,17.83746203784957,11.891641358566382
43791,11.993981574268304,14.392777889121964,9.595185259414643
43792,10.357297067224165,12.428756480668998,8.285837653779332
43793,4.372083956791267,5.246500748149519,3.4976671654330134
43794,19.207501978696257,23.049002374435506,15.366001582957006
43795,17.159531248139743,20.59143749776769,13.727624998511795
43796,16.850871261893143,20.221045514271772,13.480697009514515
43797,16.735733082332768,20.08287969879932,13.388586465866215
43798,11.677294748169196,14.012753697803035,9.341835798535357
43799,24.636069757817797,29.563283709381356,19.70885580625424
43800,17.036068384021714,20.443282060826057,13.628854707217371
43801,10.348155524239669,12.417786629087603,8.278524419391735
43802,20.35786528043205,24.429438336518462,16.28629222434564
43803,13.697068427682085,16.436482113218503,10.95765474214567
43804,15.054658684261145,18.065590421113374,12.043726947408917
43805,19.59311561966694,23.511738743600326,15.674492495733553
43806,15.497054216420041,18.596465059704048,12.397643373136034
43807,25.010069662114862,30.012083594537835,20.00805572969189
43808,16.274717178667313,19.529660614400775,13.01977374293385
43809,29.499961762214312,35.39995411465717,23.59996940977145
43810,28.38023529046749,34.056282348560984,22.704188232373994
43811,47.73442543571777,57.28131052286132,38.18754034857422
43812,34.723022411779276,41.66762689413513,27.778417929423423
43813,50.947749168979385,61.13729900277526,40.75819933518351
43814,30.351107208640165,36.421328650368196,24.280885766912135
43815,52.24212789174229,62.69055347009075,41.79370231339384
43816,45.71143813430414,54.85372576116497,36.56915050744331
43817,52.074461941098704,62.489354329318445,41.65956955287896
43818,73.5101565981941,88.21218791783292,58.80812527855528
43819,54.82057268431521,65.78468722117825,43.85645814745217
43820,66.56002324195538,79.87202789034644,53.248018593564304
43821,69.01426104383998,82.81711325260797,55.211408835071985
43822,90.52145263422105,108.62574316106526,72.41716210737684
43823,89.37223724309175,107.24668469171009,71.4977897944734
43824,110.54499719675485,132.6539966361058,88.43599775740388
43825,143.09147885070632,171.70977462084758,114.47318308056506
43826,113.4137951668873,136.09655420026476,90.73103613350985
43827,134.32430756330234,161.1891690759628,107.45944605064187
43828,125.85810708761394,151.02972850513672,100.68648567009116
43829,98.96260702583402,118.75512843100081,79.17008562066722
43830,119.71148401154777,143.6537808138573,95.76918720923823
43831,105.52717894920002,126.63261473904002,84.42174315936002
43832,132.3070673051466,158.7684807661759,105.8456538441173
43833,91.42760566720733,109.7131268006488,73.14208453376587
43834,152.2234744394736,182.6681693273683,121.77877955157888
43835,182.84450669433315,219.41340803319977,146.27560535546652
43836,194.20823423470375,233.0498810816445,155.36658738776302
43837,173.92561461093817,208.7107375331258,139.14049168875053
43838,127.22033479718617,152.6644017566234,101.77626783774895
43839,194.09580304688586,232.914963656263,155.2766424375087
43840,169.1840041496953,203.02080497963436,135.34720331975626
43841,170.37303110836163,204.44763733003396,136.2984248866893
43842,182.76419857123298,219.31703828547958,146.21135885698638
43843,217.25783819965986,260.7094058395918,173.8062705597279
43844,266.63713069367975,319.96455683241567,213.3097045549438
43845,185.82331064364587,222.98797277237503,148.6586485149167
43846,162.69160192841923,195.22992231410308,130.15328154273539
43847,118.59266938059132,142.31120325670958,94.87413550447306
43848,128.38743861397506,154.06492633677007,102.70995089118006
43849,107.25014858581642,128.7001783029797,85.80011886865314
43850,101.49433900386533,121.7932068046384,81.19547120309227
43851,102.46864528848747,122.96237434618496,81.97491623078997
43852,92.26461596842799,110.71753916211358,73.8116927747424
43853,70.11245267327787,84.13494320793345,56.0899621386223
43854,86.61524501148047,103.93829401377656,69.29219600918438
43855,71.8691703497285,86.24300441967421,57.495336279782805
43856,63.12920320572729,75.75504384687275,50.503362564581835
43857,64.05653060663735,76.86783672796481,51.24522448530988
43858,50.02213334563051,60.026560014756605,40.01770667650441
43859,69.00525825668976,82.8063099080277,55.20420660535181
43860,28.220565634463668,33.8646787613564,22.576452507570934
