,prediction,upper,lower
43776,11.416688760739106,13.700026512886927,9.133351008591285
43777,7.47812291361943,8.973747496343316,5.982498330895544
43778,8.872381919800196,10.646858303760235,7.097905535840157
43779,18.09575677002567,21.714908124030803,14.476605416020536
43780,5.464514514055424,6.557417416866509,4.371611611244339
43781,8.923556012549469,10.708267215059362,7.138844810039576
43782,8.32197815214091,9.98637378256909,6.657582521712728
43783,12.502205490642968,15.002646588771562,10.001764392514374
43784,19.777489509770053,23.732987411724064,15.821991607816043
43785,19.45095822786619,23.34114987343943,15.560766582292954
43786,12.114795070800264,14.537754084960316,9.691836056640213
43787,14.63813470889419,17.56576165067303,11.710507767115352
43788,15.071204020118653,18.08544482414238,12.056963216094923
43789,6.001468940970403,7.201762729164483,4.801175152776323
43790,13.447506427614414,16.137007713137297,10.758005142091532
43791,3.942458586492318,4.730950303790782,3.1539668691938547
43792,18.034798540547666,21.641758248657197,14.427838832438134
43793,14.674307590876165,17.609169109051397,11.739446072700932
43794,16.10111678302024,19.32134013962429,12.880893426416193
43795,21.815449499822837,26.178539399787404,17.45235959985827
43796,13.398427067561471,16.078112481073763,10.718741654049177
43797,22.602180940195595,27.12261712823471,18.081744752156478
43798,16.735696483039703,20.08283577964764,13.388557186431763
43799,7.822626932600443,9.387152319120531,6.258101546080354
43800,12.723097828048882,15.267717393658657,10.178478262439107
43801,14.799826415567214,17.759791698680655,11.839861132453771
43802,18.161314401597032,21.793577281916438,14.529051521277626
43803,21.353545229827937,25.624254275793522,17.08283618386235
43804,8.077227171576215,9.692672605891458,6.4617817372609725
43805,14.161544288595524,16.993853146314628,11.32923543087642
43806,19.800704034061404,23.760844840873684,15.840563227249124
43807,25.435213901034714,30.522256681241657,20.34817112082777
43808,11.690159258188634,14.028191109826361,9.352127406550908
43809,22.11335898576213,26.536030782914555,17.690687188609704
43810,30.750961290114876,36.90115354813785,24.600769032091904
43811,24.624024495931906,29.548829395118286,19.699219596745525
43812,20.871318888088226,25.04558266570587,16.697055110470583
43813,26.710110607516334,32.0521327290196,21.368088486013068
43814,19.033719680691853,22.840463616830224,15.226975744553483
43815,23.169881850996486,27.80385822119578,18.53590548079719
43816,24.062280313804063,28.874736376564876,19.24982425104325
43817,24.24283247411135,29.091398968933618,19.39426597928908
43818,36.750160313322546,44.100192375987056,29.40012825065804
43819,40.69749773001161,48.83699727601393,32.55799818400929
43820,41.03248581104783,49.23898297325739,32.82598864883826
43821,36.90169598831233,44.2820351859748,29.521356790649868
43822,39.902300066631994,47.882760079958395,31.921840053305598
43823,51.53040675358383,61.8364881043006,41.224325402867066
43824,22.550813463355425,27.06097615602651,18.04065077068434
43825,49.05423676557056,58.86508411868466,39.24338941245645
43826,35.62638674970598,42.75166409964717,28.501109399764786
43827,41.843458958049936,50.21215074965992,33.47476716643995
43828,50.67917618060792,60.8150114167295,40.54334094448634
43829,39.46952089634294,47.36342507561153,31.575616717074354
43830,34.82632619960598,41.791591439527174,27.861060959684785
43831,48.68527821445317,58.4223338573438,38.94822257156254
43832,49.98827434993994,59.985929219927925,39.99061947995196
43833,38.50762320481912,46.209147845782944,30.806098563855297
43834,42.52138623083503,51.025663477002034,34.01710898466802
43835,46.72160592709777,56.06592711251732,37.37728474167822
43836,55.51351165213911,66.61621398256693,44.41080932171129
43837,51.36105456150103,61.63326547380123,41.088843649200825
