 STN,YYYYMMDD,H,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
  240,20200907,   15,  250,   70,   70,  110,  197,     ,  120,    5,  116,    0,    0,10230,   81,    5,   61,     ,    5,    0,    0,    0,    0,    0
  240,20200907,   16,  250,   70,   60,  100,  187,     ,  118,    5,   91,    0,    0,10229,   82,    8,   64,     ,    5,    0,    0,    0,    0,    0
  240,20200907,   17,  240,   70,   60,   90,  183,     ,  117,   10,   70,    0,    0,10227,   80,    8,   65,     ,    5,    0,    0,    0,    0,    0
  240,20200907,   18,  220,   50,   50,   80,  168,  153,  115,    7,   18,    0,    0,10224,   75,    8,   70,     ,    5,    0,    0,    0,    0,    0
  240,20200907,   19,  210,   40,   50,   60,  165,     ,  122,    0,    0,    0,    0,10227,   75,    8,   75,     ,    5,    0,    0,    0,    0,    0
  240,20200907,   20,  210,   50,   40,   70,  158,     ,  125,    0,    0,    0,    0,10230,   75,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20200907,   21,  210,   40,   40,   70,  154,     ,  127,    0,    0,    0,    0,10229,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20200907,   22,  200,   50,   50,   70,  159,     ,  132,    0,    0,    0,    0,10226,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20200907,   23,  210,   60,   60,   80,  158,     ,  130,    0,    0,    0,    0,10224,   70,    4,   83,     ,    5,    0,    0,    0,    0,    0
  240,20200907,   24,  220,   60,   60,   80,  158,  139,  133,    0,    0,    0,    0,10222,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20200908,    1,  210,   50,   50,   80,  160,     ,  136,    0,    0,    0,    0,10220,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20200908,    2,  220,   60,   60,   80,  158,     ,  146,    0,    0,    0,   -1,10222,   49,    8,   93,   51,    7,    0,    1,    0,    0,    0
  240,20200908,    3,  210,   50,   50,   80,  157,     ,  149,    0,    0,    8,    1,10221,   48,    8,   94,   51,    7,    0,    1,    0,    0,    0
  240,20200908,    4,  220,   50,   50,   80,  159,     ,  152,    0,    0,    0,   -1,10223,   57,    8,   95,   22,    7,    0,    1,    0,    0,    0
  240,20200908,    5,  220,   40,   40,   60,  159,     ,  154,    0,    0,    7,    5,10225,   19,    8,   96,   52,    7,    0,    1,    0,    0,    0
  240,20200908,    6,  240,   30,   30,   60,  167,  149,  160,    0,    3,    7,    2,10227,   46,    8,   96,   51,    7,    0,    1,    0,    0,    0
  240,20200908,    7,  220,   40,   40,   60,  169,     ,  161,    0,   12,    0,   -1,10231,   57,    8,   94,   22,    7,    0,    1,    0,    0,    0
  240,20200908,    8,  230,   50,   50,   80,  173,     ,  162,    0,   14,    0,   -1,10235,   65,    8,   93,   23,    7,    0,    1,    0,    0,    0
  240,20200908,    9,  220,   50,   50,   70,  184,     ,  164,    0,   59,    0,    0,10238,   70,    8,   88,    2,    7,    0,    0,    0,    0,    0
  240,20200908,   10,  250,   50,   50,   80,  187,     ,  160,    0,   43,    0,    0,10243,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20200908,   11,  250,   60,   70,   90,  187,     ,  157,    0,   51,    0,    0,10245,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20200908,   12,  240,   60,   50,   80,  187,  164,  158,    0,   49,    0,    0,10247,   70,    8,   83,    2,    7,    0,    0,    0,    0,    0
  240,20200908,   13,  250,   50,   50,   80,  189,     ,  159,    0,   61,    0,    0,10247,   65,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20200908,   14,  250,   60,   60,   80,  195,     ,  164,    0,   85,    0,    0,10248,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20200908,   15,  230,   60,   60,   80,  188,     ,  164,    0,   60,    0,    0,10247,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20200908,   16,  230,   50,   50,   80,  186,     ,  160,    0,   26,    0,    0,10244,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20200908,   17,  210,   50,   50,   70,  185,     ,  157,    0,   14,    0,    0,10241,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20200908,   18,  210,   50,   50,   80,  181,  177,  158,    0,    6,    0,    0,10241,   70,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20200908,   19,  210,   50,   50,   70,  181,     ,  162,    0,    0,    0,    0,10241,   60,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20200908,   20,  200,   40,   40,   70,  181,     ,  162,    0,    0,    0,    0,10240,   60,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20200908,   21,  210,   30,   30,   50,  178,     ,  163,    0,    0,    0,    0,10240,   58,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20200908,   22,  180,   20,   30,   40,  179,     ,  165,    0,    0,    0,    0,10237,   58,    8,   91,   10,    7,    0,    0,    0,    0,    0
  240,20200908,   23,  180,   30,   40,   50,  172,     ,  161,    0,    0,    0,    0,10232,   57,    7,   93,   10,    7,    0,    0,    0,    0,    0
  240,20200908,   24,  190,   40,   40,   50,  176,  161,  164,    0,    0,    0,    0,10227,   59,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20200909,    1,  190,   40,   40,   60,  178,     ,  165,    0,    0,    0,    0,10220,   61,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20200909,    2,  210,   40,   50,   70,  182,     ,  166,    0,    0,    0,    0,10214,   65,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20200909,    3,  210,   50,   50,   70,  180,     ,  164,    0,    0,    0,    0,10209,   63,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20200909,    4,  220,   50,   50,   70,  178,     ,  164,    0,    0,    0,    0,10205,   57,    8,   91,   10,    7,    0,    0,    0,    0,    0
  240,20200909,    5,  220,   50,   50,   80,  178,     ,  166,    0,    0,    0,    0,10204,   56,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20200909,    6,  210,   50,   50,   80,  180,  169,  170,    0,    3,    0,    0,10202,   35,    8,   93,   10,    7,    0,    0,    0,    0,    0
  240,20200909,    7,  220,   50,   60,   80,  186,     ,  173,    0,   12,    0,    0,10203,   56,    8,   91,   10,    7,    0,    0,    0,    0,    0
  240,20200909,    8,  230,   60,   70,  100,  194,     ,  172,    0,   44,    0,    0,10203,   67,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20200909,    9,  240,   70,   60,  100,  192,     ,  174,    0,   53,    0,    0,10204,   65,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   10,  240,   70,   80,  100,  202,     ,  169,    1,   77,    0,    0,10202,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   11,  250,   70,   80,  110,  196,     ,  164,    0,   75,    0,    0,10203,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   12,  260,   70,   70,  110,  193,  178,  162,    0,   56,    0,    0,10202,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   13,  290,   60,   60,   90,  185,     ,  161,    0,   39,    0,    0,10204,   70,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   14,  280,   50,   50,   70,  180,     ,  172,    0,   29,    4,    5,10206,   19,    8,   95,   53,    7,    0,    1,    0,    0,    0
  240,20200909,   15,  290,   50,   50,   80,  179,     ,  171,    0,   40,    9,    5,10206,   24,    8,   95,   81,    7,    0,    1,    0,    0,    0
  240,20200909,   16,  300,   50,   40,   80,  185,     ,  167,    2,   41,    4,    1,10205,   70,    8,   89,   23,    7,    0,    1,    0,    0,    0
  240,20200909,   17,  330,   50,   50,   90,  176,     ,  150,    0,   33,    0,    0,10210,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   18,  330,   40,   40,   70,  162,  154,  134,    5,   12,    0,    0,10214,   70,    7,   83,    1,    7,    0,    0,    0,    0,    0
  240,20200909,   19,  330,   40,   40,   80,  145,     ,  115,    0,    0,    0,    0,10225,   70,    6,   82,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   20,  330,   30,   30,   50,  123,     ,  102,    0,    0,    0,    0,10231,   70,    3,   87,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   21,  330,   20,   10,   40,  120,     ,  100,    0,    0,    0,    0,10234,   70,    1,   87,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   22,    0,   10,    0,   20,  116,     ,  101,    0,    0,    0,    0,10234,   70,    1,   90,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   23,  190,   10,   10,   20,  103,     ,   95,    0,    0,    0,    0,10233,   65,    0,   95,     ,    5,    0,    0,    0,    0,    0
  240,20200909,   24,  200,   10,   10,   20,  101,   54,   96,    0,    0,    0,    0,10233,   62,    1,   97,     ,    5,    0,    0,    0,    0,    0
  240,20200910,    1,  190,   10,   10,   20,   96,     ,   91,    0,    0,    0,    0,10231,   65,    0,   97,     ,    5,    0,    0,    0,    0,    0
  240,20200910,    2,  170,   10,   10,   20,  100,     ,   95,    0,    0,    0,    0,10231,   65,    8,   97,     ,    5,    0,    0,    0,    0,    0
  240,20200910,    3,  170,   10,   10,   10,  100,     ,   96,    0,    0,    0,    0,10231,   65,    1,   97,     ,    5,    0,    0,    0,    0,    0
  240,20200910,    4,  180,   10,   10,   10,   95,     ,   92,    0,    0,    0,    0,10234,   65,    1,   97,     ,    5,    0,    0,    0,    0,    0
  240,20200910,    5,  170,   10,   10,   20,   95,     ,   90,    0,    0,    0,    0,10235,   65,    8,   97,     ,    5,    0,    0,    0,    0,    0
  240,20200910,    6,  130,   10,   10,   10,  107,   49,  100,    0,    7,    0,    0,10236,   65,    2,   95,     ,    5,    0,    0,    0,    0,    0
  240,20200910,    7,  140,   10,   10,   20,  118,     ,  105,    2,   24,    0,    0,10236,   65,    2,   92,     ,    5,    0,    0,    0,    0,    0
  240,20200910,    8,  120,   10,   10,   10,  168,     ,  105,    9,  102,    0,    0,10237,   79,    0,   66,     ,    5,    0,    0,    0,    0,    0
  240,20200910,    9,  120,   10,   10,   20,  186,     ,  103,   10,  161,    0,    0,10237,   80,    1,   58,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   10,  310,   10,   20,   30,  176,     ,   71,    5,  151,    0,    0,10236,   81,    8,   49,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   11,  300,   10,   20,   30,  179,     ,   81,    2,  137,    0,    0,10234,   81,    8,   52,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   12,  990,   10,   10,   30,  187,   95,   88,    2,  153,    0,    0,10229,   80,    8,   52,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   13,  320,   20,   30,   40,  178,     ,  102,    3,  133,    0,    0,10224,   82,    8,   61,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   14,  990,   30,   10,   50,  184,     ,   93,    1,   82,    0,    0,10219,   82,    8,   55,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   15,  190,   20,   10,   40,  183,     ,   96,    6,  135,    0,    0,10210,   80,    7,   57,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   16,  180,   20,   20,   40,  178,     ,   87,    8,   88,    0,    0,10204,   80,    8,   55,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   17,  210,   20,   30,   40,  175,     ,  110,    2,   30,    0,    0,10200,   80,    7,   65,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   18,  310,   30,   20,   50,  145,  131,  104,    5,   21,    0,    0,10201,   75,    7,   76,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   19,  350,   20,   10,   30,  136,     ,  104,    0,    0,    0,    0,10199,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   20,  350,   10,   10,   10,  130,     ,  109,    0,    0,    0,    0,10199,   70,    1,   86,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   21,    0,    0,    0,   10,  125,     ,  109,    0,    0,    0,    0,10196,   70,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   22,    0,    0,    0,   10,  126,     ,  107,    0,    0,    0,    0,10194,   70,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   23,  140,    0,   10,   10,  126,     ,  110,    0,    0,    0,    0,10192,   70,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20200910,   24,  130,    0,   10,   10,  131,   74,  113,    0,    0,    0,    0,10187,   70,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20200911,    1,  160,   10,   10,   20,  132,     ,  114,    0,    0,    0,    0,10181,   70,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20200911,    2,    0,   10,    0,   20,  130,     ,  118,    0,    0,    0,    0,10180,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20200911,    3,    0,   10,    0,   10,  130,     ,  117,    0,    0,    0,    0,10178,   65,    8,   91,     ,    5,    0,    0,    0,    0,    0
  240,20200911,    4,  210,   10,   10,   20,  126,     ,  112,    0,    0,    0,    0,10177,   65,    8,   91,     ,    5,    0,    0,    0,    0,    0
  240,20200911,    5,    0,   10,    0,   20,  116,     ,  106,    0,    0,    0,    0,10174,   65,    6,   93,     ,    5,    0,    0,    0,    0,    0
  240,20200911,    6,    0,    0,    0,   10,  119,   71,  110,    3,   10,    0,    0,10172,   65,    8,   94,     ,    5,    0,    0,    0,    0,    0
  240,20200911,    7,  160,   10,   20,   20,  139,     ,  110,    5,   42,    0,    0,10173,   65,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20200911,    8,  160,   20,   20,   20,  153,     ,  110,    0,   53,    0,    0,10174,   71,    7,   76,     ,    5,    0,    0,    0,    0,    0
  240,20200911,    9,  200,   30,   30,   50,  168,     ,   99,   10,  123,    0,    0,10175,   79,    2,   63,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   10,  220,   30,   20,   60,  171,     ,   86,    8,  155,    0,    0,10173,   80,    8,   57,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   11,  230,   40,   50,   70,  182,     ,   95,    6,  185,    0,    0,10173,   78,    6,   56,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   12,  220,   40,   40,   80,  192,   87,  103,    7,  200,    0,    0,10171,   79,    3,   56,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   13,  270,   40,   40,   70,  188,     ,  101,    8,  200,    0,    0,10168,   78,    4,   56,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   14,  260,   50,   50,   80,  190,     ,  103,   10,  185,    0,    0,10167,   80,    1,   57,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   15,  270,   50,   50,   70,  181,     ,   98,   10,  142,    0,    0,10165,   81,    5,   58,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   16,  250,   50,   40,   70,  176,     ,  100,    9,   96,    0,    0,10163,   80,    8,   61,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   17,  270,   50,   40,   70,  167,     ,   98,   10,   50,    0,    0,10161,   81,    3,   63,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   18,  250,   40,   30,   60,  157,  130,   96,    5,   13,    0,    0,10158,   80,    8,   67,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   19,  230,   30,   40,   50,  139,     ,  101,    0,    0,    0,    0,10159,   75,    5,   77,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   20,  180,   30,   30,   50,  130,     ,  102,    0,    0,    0,    0,10159,   70,    1,   82,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   21,  190,   30,   40,   40,  122,     ,   97,    0,    0,    0,    0,10159,   70,    1,   84,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   22,  180,   30,   30,   40,  121,     ,   97,    0,    0,    0,    0,10158,   70,    0,   85,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   23,  190,   40,   40,   40,  121,     ,   96,    0,    0,    0,    0,10156,   70,    2,   84,     ,    5,    0,    0,    0,    0,    0
  240,20200911,   24,  180,   30,   30,   40,  115,   80,   94,    0,    0,    0,    0,10155,   69,    1,   87,     ,    5,    0,    0,    0,    0,    0
  240,20200912,    1,  190,   30,   40,   40,  123,     ,  104,    0,    0,    0,    0,10155,   67,    6,   88,     ,    5,    0,    0,    0,    0,    0
  240,20200912,    2,  200,   40,   40,   50,  123,     ,  111,    0,    0,    0,    0,10154,   63,    1,   92,     ,    5,    0,    0,    0,    0,    0
  240,20200912,    3,  190,   40,   40,   60,  125,     ,  112,    0,    0,    0,    0,10152,   59,    4,   91,   10,    7,    0,    0,    0,    0,    0
  240,20200912,    4,  200,   40,   40,   50,  132,     ,  120,    0,    0,    0,    0,10153,   57,    6,   92,   10,    7,    0,    0,    0,    0,    0
